"ENTREZID" "EVIDENCE" "ONTOLOGY" "SYMBOL" "TXCHROM" "GOID"
"4703" "227231" "IC" "BP" "Cps1" "chr1" "GO:0000050"
"4740" "13869" "IEA" "MF" "Erbb4" "chr1" "GO:0000166"
"4815" "100502712" NA NA "Gm19335" NA NA
"4816" "22779" "IBA" "BP" "Ikzf2" "chr1" "GO:0000122"
"4828" "66722" "IPI" "MF" "Spag16" "chr1" "GO:0005515"
"4846" "320460" "ND" "MF" "Vwc2l" "chr1" "GO:0003674"
"4855" "12021" "ISO" "CC" "Bard1" "chr1" "GO:0000932"
"4877" "74591" "ISO" "MF" "Abca12" "chr1" "GO:0005102"
"4903" "108147" "IEA" "MF" "Atic" "chr1" "GO:0003824"
"4920" "14268" "IEA" "BP" "Fn1" "chr1" "GO:0001525"
"4980" "100042814" "ND" "MF" "Apol7d" "chr1" "GO:0003674"
"4983" "667931" NA NA "Gm8883" "chr1" NA
"4984" "71134" NA NA "4933417E11Rik" "chr1" NA
"4985" "433319" NA NA "Gm5528" NA NA
"4986" "381269" "IPI" "MF" "Mreg" "chr1" "GO:0005515"
"4996" "111175" "ISO" "MF" "Pecr" "chr1" "GO:0005102"
"5012" "271711" "ND" "MF" "Tmem169" "chr1" "GO:0003674"
"5017" "22596" "IEA" "MF" "Xrcc5" "chr1" "GO:0000166"
"5072" "381270" "ISO" "MF" "March4" "chr1" "GO:0004842"
"5081" "54380" "IEA" "MF" "Smarcal1" "chr1" "GO:0000166"
"5097" "319695" "IBA" "CC" "Ankar" "chr1" "GO:0005634"
"5101" "19981" "ISO" "MF" "Rpl37a" "chr1" "GO:0003723"
"5113" "16008" "IEA" "BP" "Igfbp2" "chr1" "GO:0001558"
"5129" "16011" "IGI" "BP" "Igfbp5" "chr1" "GO:0001558"
"5168" "21958" "IBA" "CC" "Tnp1" "chr1" "GO:0000786"
"5180" "69449" NA NA "1700027A15Rik" "chr1" NA
"5181" "723792" "IPI" "MF" "Pinc" "chr1" "GO:0005515"
"5185" "78718" NA NA "D530049I02Rik" "chr1" NA
"5186" "109198" NA NA "6030407O03Rik" "chr1" NA
"5187" "21961" "ISO" "MF" "Tns1" "chr1" "GO:0003723"
"5194" "435626" "ND" "MF" "Rufy4" "chr1" "GO:0003674"
"5198" "100862357" NA NA NA NA NA
"5199" "12765" "ISO" "BP" "Cxcr2" "chr1" "GO:0002438"
"5236" "227288" "IEA" "MF" "Cxcr1" "chr1" "GO:0004871"
"5249" "100316687" NA NA "Mir1928" "chr1" NA
"5250" "76709" "IEA" "MF" "Arpc2" "chr1" "GO:0003779"
"5311" "227289" "IEA" "MF" "Gpbar1" "chr1" "GO:0004871"
"5321" "227290" "ISO" "CC" "Aamp" "chr1" "GO:0005829"
"5329" "56695" "IEA" "MF" "Pnkd" "chr1" "GO:0004416"
"5344" "69660" "ISO" "MF" "Tmbim1" "chr1" "GO:0005123"
"5359" "241112" "ND" "MF" "Catip" "chr1" "GO:0003674"
"5366" "18173" "ISO" "BP" "Slc11a1" "chr1" "GO:0000165"
"5430" "227292" "IDA" "BP" "Ctdsp1" "chr1" "GO:0001933"
"5447" "387219" "IDA" "BP" "Mir26b" "chr1" "GO:0001933"
"5454" "22349" "ISO" "CC" "Vil1" "chr1" "GO:0001726"
"5508" "319651" "IBA" "BP" "Usp37" "chr1" "GO:0000082"
"5527" "58184" "IDA" "CC" "Cnot9" "chr1" "GO:0000932"
"5545" "18802" "ISO" "MF" "Plcd4" "chr1" "GO:0004435"
"5566" "77264" "ND" "MF" "Zfp142" "chr1" "GO:0003674"
"5569" "66821" "IEA" "MF" "Bcs1l" "chr1" "GO:0000166"
"5582" "57751" "IDA" "MF" "Rnf25" "chr1" "GO:0004842"
"5595" "269209" "IEA" "MF" "Stk36" "chr1" "GO:0000166"
"5619" "67534" "IEA" "MF" "Ttll4" "chr1" "GO:0000166"
"5634" "104086" "IEA" "MF" "Cyp27a1" "chr1" "GO:0004497"
"5649" "241113" "IEA" "MF" "Prkag3" "chr1" "GO:0000166"
"5660" "22420" "IGI" "BP" "Wnt6" "chr1" "GO:0001658"
"5684" "22409" "ISO" "BP" "Wnt10a" "chr1" "GO:0001942"
"5706" "12570" "IGI" "BP" "Cdk5r2" "chr1" "GO:0001764"
"5721" "260298" "ISO" "MF" "Fev" "chr1" "GO:0000978"
"5746" "12958" "IMP" "BP" "Cryba2" "chr1" "GO:0002088"
"5749" "723900" "IDA" "BP" "Mir375" "chr1" "GO:0003323"
"5750" "241116" "ISO" "MF" "Cfap65" "chr1" "GO:0003723"
"5759" "16147" "IMP" "BP" "Ihh" "chr1" "GO:0001501"
"5837" "75570" "ISO" "CC" "Nhej1" "chr1" "GO:0001650"
"5858" "22626" "ND" "MF" "Slc23a3" "chr1" "GO:0003674"
"5867" "69171" "IEA" "BP" "Cnppd1" "chr1" "GO:0000079"
"5874" "227298" "ND" "MF" "Fam134a" "chr1" "GO:0003674"
"5878" "68818" "IPI" "MF" "Zfand2b" "chr1" "GO:0005515"
"5883" "74104" "IEA" "MF" "Abcb6" "chr1" "GO:0000166"
"5910" "245860" "ISO" "BP" "Atg9a" "chr1" "GO:0000045"
"5937" "52231" "IBA" "MF" "Ankzf1" "chr1" "GO:0004843"
"5945" "74577" "IEA" "MF" "Glb1l" "chr1" "GO:0004553"
"5954" "20872" "IEA" "MF" "Stk16" "chr1" "GO:0000166"
"5973" "22145" "IEA" "MF" "Tuba4a" "chr1" "GO:0000166"
"5984" "381272" "ND" "MF" "A630095N17Rik" "chr1" "GO:0003674"
"5987" "56812" "ISO" "CC" "Dnajb2" "chr1" "GO:0000502"
"6017" "19275" "ISO" "BP" "Ptprn" "chr1" "GO:0000302"
"6049" "19711" "IMP" "BP" "Resp18" "chr1" "GO:0001701"
"6058" "13437" "IEA" "MF" "Dnpep" "chr1" "GO:0004177"
"6073" "13346" "IEA" "MF" "Des" "chr1" "GO:0005198"
"6099" "100503248" NA NA "Gm15179" "chr1" NA
"6100" "11790" "IEA" "MF" "Speg" "chr1" "GO:0000166"
"6114" "69080" "ND" "MF" "Gmppa" "chr1" "GO:0003674"
"6120" "100862164" NA NA NA NA NA
"6121" "241118" "IEA" "MF" "Asic4" "chr1" "GO:0005272"
"6127" "74241" "IPI" "MF" "Chpf" "chr1" "GO:0005515"
"6143" "319998" "ND" "MF" "Tmem198" "chr1" "GO:0003674"
"6151" "98733" "IEA" "CC" "Obsl1" "chr1" "GO:0005737"
"6164" "16322" "ISO" "BP" "Inha" "chr1" "GO:0001541"
"6193" "71728" "ISO" "CC" "Stk11ip" "chr1" "GO:0005737"
"6198" "20536" "IEA" "MF" "Slc4a3" "chr1" "GO:0005215"
"6214" "100862333" NA NA NA NA NA
"6215" "620079" NA NA "Gm17751" "chr1" NA
"6216" "13838" "IEA" "MF" "Epha4" "chr1" "GO:0000166"
"6286" "18505" "IGI" "BP" "Pax3" "chr1" "GO:0000122"
"6325" "100039210" "ND" "MF" "Gm2102" NA "GO:0003674"
"6328" "433323" "ISO" "CC" "Sgpp2" "chr1" "GO:0005783"
"6335" "23874" "IEA" "MF" "Farsb" "chr1" "GO:0000166"
"6348" "68393" "IDA" "MF" "Mogat1" "chr1" "GO:0003846"
"6359" "74205" "IEA" "MF" "Acsl3" "chr1" "GO:0000166"
"6386" "195434" "IEA" "CC" "Utp14b" "chr1" "GO:0005634"
"6398" "57814" "IEA" "MF" "Kcne4" "chr1" "GO:0005244"
"6411" "20254" "ISO" "BP" "Scg2" "chr1" "GO:0000165"
"6430" "100862182" NA NA NA NA NA
"6431" "252903" "ND" "MF" "Ap1s3" "chr1" "GO:0003674"
"6444" "69368" "IPI" "MF" "Wdfy1" "chr1" "GO:0005515"
"6456" "100038695" NA NA "Gm10555" NA NA
"6457" "69163" "ISO" "MF" "Mrpl44" "chr1" "GO:0003723"
"6470" "100862198" NA NA NA NA NA
"6471" "20720" "ISO" "MF" "Serpine2" "chr1" "GO:0004867"
"6526" "241128" "ND" "MF" "Fam124b" "chr1" "GO:0003674"
"6531" "26554" "IMP" "BP" "Cul3" "chr1" "GO:0000122"
"6582" "72208" NA NA "1700016L21Rik" "chr1" NA
"6583" "210293" "IMP" "BP" "Dock10" "chr1" "GO:0001782"
"6597" "241134" "IPI" "MF" "Nyap2" "chr1" "GO:0005515"
"6600" "16367" "ISO" "MF" "Irs1" "chr1" "GO:0001784"
"6657" "100503073" NA NA "Gm19537" NA NA
"6658" "76867" "ISS" "MF" "Rhbdd1" "chr1" "GO:0004175"
"6693" "100503095" NA NA "Gm19552" NA NA
"6694" "12829" "ISO" "MF" "Col4a4" "chr1" "GO:0005201"
"6705" "12828" "ISO" "MF" "Col4a3" "chr1" "GO:0005178"
"6725" "75734" "IMP" "BP" "Mff" "chr1" "GO:0000266"
"6736" "66261" "ND" "MF" "Tm4sf20" "chr1" "GO:0003674"
"6744" "100044526" NA NA "Gm17764" NA NA
"6745" "15463" "IMP" "BP" "Agfg1" "chr1" "GO:0001675"
"6760" "80721" "IC" "CC" "Slc19a3" "chr1" "GO:0005886"
"6768" "71386" "ND" "MF" "Krtap28-13" "chr1" "GO:0003674"
"6771" "20297" "IBA" "BP" "Ccl20" "chr1" "GO:0002548"
"6801" "71227" "ND" "MF" "Daw1" "chr1" "GO:0003674"
"6805" "77629" "IEA" "CC" "Sphkap" "chr1" "GO:0005737"
"6812" "98496" "ISO" "BP" "Pid1" "chr1" "GO:0001933"
"6836" "227325" "IPI" "MF" "Dner" "chr1" "GO:0005112"
"6852" "100628595" NA NA "Mir5126" "chr1" NA
"6853" "14897" "ISO" "MF" "Trip12" "chr1" "GO:0004842"
"6866" "66153" "ND" "MF" "Fbxo36" "chr1" "GO:0003674"
"6868" "71781" "IEA" "CC" "Slc16a14" "chr1" "GO:0005886"
"6874" "100503433" NA NA "Gm15433" NA NA
"6875" "381287" "ND" "MF" "A530032D15Rik" "chr1" "GO:0003674"
"6878" "621875" NA NA "A530040E14Rik" NA NA
"6879" "100040135" NA NA "Gm2619" NA NA
"6880" "665378" NA NA "Gm7609" "chr1" NA
"6881" "620078" "ND" "CC" "C130026I21Rik" "chr1" "GO:0005575"
"6882" "100040213" NA NA "Gm2666" NA NA
"6883" "100039794" NA NA "Gm2427" NA NA
"6884" "665338" NA NA "Gm7592" NA NA
"6885" "109032" "IEA" "BP" "Sp110" "chr1" "GO:0002376"
"6894" "434484" "ISO" "CC" "Sp140" "chr1" "GO:0001650"
"6896" "100503502" NA NA "Gm10552" NA NA
"6897" "100503045" NA NA NA NA NA
"6898" "20684" "IEA" "MF" "Sp100" "chr1" "GO:0003677"
"6905" "319997" "ND" "MF" "A630001G21Rik" "chr1" "GO:0003674"
"6908" "12283" "ISO" "MF" "Cab39" "chr1" "GO:0004674"
"6921" "64294" "ISO" "MF" "Itm2c" "chr1" "GO:0001540"
"6934" "71141" "ND" "MF" "4933407L21Rik" "chr1" "GO:0003674"
"6937" "227326" "IEA" "MF" "Gpr55" "chr1" "GO:0004871"
"6956" "70060" "ND" "MF" "Spata3" "chr1" "GO:0003674"
"6959" "72792" "IPI" "MF" "2810459M11Rik" "chr1" "GO:0005515"
"6962" "70247" "IDA" "CC" "Psmd1" "chr1" "GO:0000502"
"6970" "15559" "IMP" "BP" "Htr2b" "chr1" "GO:0001755"
"7042" "78795" "ND" "MF" "Armc9" "chr1" "GO:0003674"
"7045" "100861644" NA NA NA NA NA
"7046" "227327" "ND" "CC" "B3gnt7" "chr1" "GO:0005575"
"7055" "383538" NA NA "Gm5258" NA NA
"7056" "17975" "ISO" "BP" "Ncl" "chr1" "GO:0001525"
"7101" "100303740" "ND" "MF" "Snora75" "chr1" "GO:0003674"
"7104" "80828" NA NA "Snord82" "chr1" NA
"7105" "319336" "ND" "MF" "C130036L24Rik" "chr1" "GO:0003674"
"7108" "14767" "ISO" "MF" "Nmur1" "chr1" "GO:0001607"
"7126" "71863" "ND" "MF" "Tex44" "chr1" "GO:0003674"
"7129" "19231" "IEA" "CC" "Ptma" "chr1" "GO:0005634"
"7133" "18582" "IEA" "MF" "Pde6d" "chr1" "GO:0004114"
"7147" "26895" "ISO" "BP" "Cops7b" "chr1" "GO:0000338"
"7155" "18159" "IEA" "BP" "Nppc" "chr1" "GO:0001503"
"7189" "208718" "ISO" "MF" "Dis3l2" "chr1" "GO:0000175"
"7218" "11650" "IEA" "MF" "Alppl2" "chr1" "GO:0003824"
"7228" "76768" "ISO" "MF" "Alpi" "chr1" "GO:0000287"
"7238" "11648" "ISO" "MF" "Akp3" "chr1" "GO:0000287"
"7250" "13599" "IMP" "BP" "Ecel1" "chr1" "GO:0003016"
"7262" "69453" "IDA" "MF" "Prss56" "chr1" "GO:0004252"
"7271" "11447" "ISO" "BP" "Chrnd" "chr1" "GO:0003009"
"7297" "11449" "ISO" "BP" "Chrng" "chr1" "GO:0003009"
"7320" "26987" "IMP" "BP" "Eif4e2" "chr1" "GO:0001701"
"7330" "98363" "IEA" "MF" "Efhd1" "chr1" "GO:0005509"
"7337" "227331" "ISO" "MF" "Gigyf2" "chr1" "GO:0003723"
"7369" "100040591" "IBA" "MF" "Kcnj13" "chr1" "GO:0005242"
"7379" "73234" "ND" "MF" "3110079O15Rik" "chr1" "GO:0003674"
"7384" "53972" "ISO" "MF" "Ngef" "chr1" "GO:0005085"
"7399" "319977" NA NA "A530079E22Rik" NA NA
"7400" "620454" NA NA "Gm6153" NA NA
"7401" "23956" "IBA" "MF" "Neu2" "chr1" "GO:0004308"
"7425" "16331" "IEA" "BP" "Inpp5d" "chr1" "GO:0002376"
"7460" "77040" "TAS" "BP" "Atg16l1" "chr1" "GO:0000045"
"7473" "100217415" "ND" "MF" "Scarna6" "chr1" "GO:0003674"
"7476" "20215" "ISO" "CC" "Sag" "chr1" "GO:0001750"
"7486" "100503175" NA NA "Gm19582" NA NA
"7487" "227333" "ISO" "MF" "Dgkd" "chr1" "GO:0004143"
"7497" "227334" "IEA" "BP" "Usp40" "chr1" "GO:0006508"
"7504" "394430" "ISO" "MF" "Ugt1a10" "chr1" "GO:0004857"
"7518" "394434" "ISO" "MF" "Ugt1a9" "chr1" "GO:0004857"
"7538" "394432" "IEA" "CC" "Ugt1a7c" "chr1" "GO:0005783"
"7552" "394435" "ISO" "CC" "Ugt1a6b" NA "GO:0005783"
"7563" "94284" "IDA" "CC" "Ugt1a6a" "chr1" "GO:0005743"
"7583" "394433" "ISO" "CC" "Ugt1a5" "chr1" "GO:0005783"
"7591" "22236" "ISO" "MF" "Ugt1a2" "chr1" "GO:0001972"
"7609" "15504" "IDA" "CC" "Dnajb3" "chr1" "GO:0001669"
"7614" "394436" "ISO" "MF" "Ugt1a1" "chr1" "GO:0001972"
"7642" "100040766" "ND" "MF" "Mroh2a" "chr1" "GO:0003674"
"7645" "381280" "ISO" "CC" "Hjurp" "chr1" "GO:0000775"
"7661" "78605" NA NA "6430706D22Rik" NA NA
"7662" "171382" "ISO" "MF" "Trpm8" "chr1" "GO:0005216"
"7688" "75396" "ND" "MF" "Spp2" "chr1" "GO:0003674"
"7694" "14659" "IDA" "BP" "Glrp1" "chr1" "GO:0000122"
"7697" "100503197" NA NA "Gm19589" "chr1" NA
"7698" "320982" "IEA" "MF" "Arl4c" "chr1" "GO:0000166"
"7710" "78650" NA NA "Platr5" "chr1" NA
"7711" "73475" NA NA "1700067G17Rik" "chr1" NA
"7712" "98402" "ISO" "MF" "Sh3bp4" "chr1" "GO:0005092"
"7731" "77331" NA NA "C030007H22Rik" "chr1" NA
"7732" "347722" "IEA" "MF" "Agap1" "chr1" "GO:0000166"
"7742" "74403" NA NA "4933400F21Rik" "chr1" NA
"7743" "14472" "IDA" "MF" "Gbx2" "chr1" "GO:0000977"
"7768" "208372" "IBA" "CC" "Asb18" "chr1" "GO:0000151"
"7775" "74918" "IEA" "MF" "Iqca" "chr1" "GO:0000166"
"7780" "12778" "IEA" "BP" "Ackr3" "chr1" "GO:0001525"
"7808" "108679" "ISO" "BP" "Cops8" "chr1" "GO:0000338"
"7821" "433332" "ND" "MF" "Gm9991" NA "GO:0003674"
"7824" "12835" "IDA" "CC" "Col6a3" "chr1" "GO:0005578"
"7833" "171531" "IDA" "CC" "Mlph" "chr1" "GO:0001725"
"7857" "623503" "IMP" "BP" "Prlh" "chr1" "GO:0001894"
"7874" "19329" "IEA" "MF" "Rab17" "chr1" "GO:0000166"
"7904" "16978" "ISO" "MF" "Lrrfip1" "chr1" "GO:0003677"
"7916" "329207" "IEA" "MF" "Rbm44" "chr1" "GO:0003676"
"7923" "51801" "ISO" "BP" "Ramp1" "chr1" "GO:0001525"
"7946" "67921" "IEA" "MF" "Ube2f" "chr1" "GO:0000166"
"7957" "665783" NA NA "Gm7785" NA NA
"7958" "50880" "IMP" "BP" "Scly" "chr1" "GO:0001887"
"7967" "227357" "IBA" "CC" "Espnl" "chr1" "GO:0005737"
"7971" "100503326" NA NA NA NA NA
"7972" "70788" "IBA" "MF" "Klhl30" "chr1" "GO:0004842"
"7974" "227358" "IDA" "MF" "Erfe" "chr1" "GO:0005179"
"7981" "67444" "IEA" "MF" "Ilkap" "chr1" "GO:0003824"
"7991" "67086" NA NA "1700020N18Rik" "chr1" NA
"7992" "55927" "IDA" "BP" "Hes6" "chr1" "GO:0000122"
"8011" "18627" "IMP" "BP" "Per2" "chr1" "GO:0000122"
"8058" "74019" "ISO" "BP" "Traf3ip1" "chr1" "GO:0000122"
"8099" "65247" "ND" "MF" "Asb1" "chr1" "GO:0003674"
"8104" "13345" "IDA" "BP" "Twist2" "chr1" "GO:0000122"
"8137" "208727" "ISO" "CC" "Hdac4" "chr1" "GO:0000118"
"8221" "67273" "ISO" "CC" "Ndufa10" "chr1" "GO:0005739"
"8230" "259040" "ISA" "MF" "Olfr1416" "chr1" "GO:0004984"
"8237" "258228" "IBA" "MF" "Olfr1415" "chr1" "GO:0004984"
"8244" "259041" "ISA" "MF" "Olfr1414" "chr1" "GO:0004984"
"8251" "259039" "ISA" "MF" "Olfr1413" "chr1" "GO:0004984"
"8258" "258274" "IBA" "MF" "Olfr1412" "chr1" "GO:0004984"
"8265" "258483" "ISA" "MF" "Olfr1411" "chr1" "GO:0004984"
"8272" "258484" "IBA" "MF" "Olfr1410" "chr1" "GO:0004984"
"8279" "257890" "IEA" "MF" "Olfr12" "chr1" "GO:0004871"
"8292" "66915" "ISO" "CC" "Cops9" "chr1" "GO:0000790"
"8302" "260301" "IEA" "CC" "Otos" "chr1" "GO:0005576"
"8305" "14733" "ISO" "MF" "Gpc1" "chr1" "GO:0005507"
"8327" "100504295" NA NA NA NA NA
"8328" "387167" "IEP" "BP" "Mir149" "chr1" "GO:0060291"
"8329" "241158" "ND" "MF" "Ankmy1" "chr1" "GO:0003674"
"8333" "67446" "IEA" "MF" "Dusp28" "chr1" "GO:0004721"
"8341" "108657" "IBA" "CC" "Rnpepl1" "chr1" "GO:0005737"
"8349" "100037260" NA NA "9430060I03Rik" "chr1" NA
"8350" "23830" "ISO" "MF" "Capn10" "chr1" "GO:0000149"
"8389" "64095" "IEA" "MF" "Gpr35" "chr1" "GO:0004871"
"8410" "208760" "IEA" "MF" "Aqp12" "chr1" "GO:0005215"
"8415" "16560" "IEA" "MF" "Kif1a" "chr1" "GO:0000166"
"8429" "11611" "IEA" "MF" "Agxt" "chr1" "GO:0003824"
"8460" "71874" "ND" "MF" "2310007B03Rik" "chr1" "GO:0003674"
"8463" "381284" "ND" "MF" "Crocc2" "chr1" "GO:0003674"
"8466" "208777" "IEA" "MF" "Sned1" "chr1" "GO:0005509"
"8471" "69821" "IEA" "MF" "Mterf4" "chr1" "GO:0003690"
"8488" "269224" "IEA" "MF" "Pask" "chr1" "GO:0000166"
"8507" "66385" "ISO" "CC" "Ppp1r7" "chr1" "GO:0005634"
"8512" "404545" "IDA" "MF" "Ano7" "chr1" "GO:0005229"
"8531" "110611" "IEA" "MF" "Hdlbp" "chr1" "GO:0003676"
"8543" "18000" "ISO" "CC" "Sept2" "chr1" "GO:0000145"
"8595" "227377" "IEA" "MF" "Farp2" "chr1" "GO:0005085"
"8612" "59041" "ISO" "CC" "Stk25" "chr1" "GO:0000139"
"8642" "51800" "ISO" "BP" "Bok" "chr1" "GO:0001836"
"8691" "67026" "ND" "MF" "Thap4" "chr1" "GO:0003674"
"8697" "66615" "IMP" "BP" "Atg4b" "chr1" "GO:0000045"
"8723" "21915" "IEA" "MF" "Dtymk" "chr1" "GO:0000166"
"8743" "66262" "IGI" "MF" "Ing5" "chr1" "GO:0003682"
"8763" "98314" "IEA" "MF" "D2hgdh" "chr1" "GO:0003824"
"8786" "381334" "ISO" "MF" "Gal3st2" "chr1" "GO:0008146"
"8791" "100041596" "ND" "MF" "Gm9994" "chr1" "GO:0003674"
"8794" "666009" NA NA "Gm7889" NA NA
"8795" "619597" "ND" "CC" "Gm6086" "chr1" "GO:0005575"
"8796" "241159" "ISO" "MF" "Neu4" "chr1" "GO:0004308"
"8815" "18566" "IEA" "BP" "Pdcd1" "chr1" "GO:0002376"
"8826" "74689" NA NA "4930440C22Rik" "chr1" NA
"8827" "67698" "ND" "MF" "Fam174a" "chr1" "GO:0003674"
"8832" "20452" "ISO" "BP" "St8sia4" "chr1" "GO:0001574"
"8845" "75381" NA NA "4930598F16Rik" "chr1" NA
"8846" "100504401" NA NA NA NA NA
"8847" "73454" NA NA "1700063A18Rik" "chr1" NA
"8848" "75159" NA NA "4930533P14Rik" "chr1" NA
"8849" "227394" "ISO" "MF" "Slco4c1" "chr1" "GO:0005215"
"8862" "329217" "ND" "MF" "Panct2" "chr1" "GO:0003674"
"8865" "67854" NA NA "Slco6b1" "chr1" NA
"8866" "74441" "ISO" "CC" "Slco6c1" "chr1" "GO:0005887"
"8869" "634331" NA NA "Gm7133" NA NA
"8870" "634346" NA NA "Gm7135" NA NA
"8871" "52392" "ND" "MF" "D1Ertd622e" "chr1" "GO:0003674"
"8881" "227399" "IEA" "MF" "Ppip5k2" "chr1" "GO:0000166"
"8900" "252876" "IEA" "MF" "Gin1" "chr1" "GO:0003676"
"8902" "18484" "ISO" "BP" "Pam" "chr1" "GO:0001519"
"8947" "78603" NA NA "B230216N24Rik" "chr1" NA
"8948" "69030" NA NA "1810006J02Rik" "chr1" NA
"8949" "70866" NA NA "Slco6d1" "chr1" NA
"8950" "100504494" NA NA NA NA NA
"8951" "241175" "IEA" "BP" "Cntnap5b" "chr1" "GO:0007155"
"8954" "100504525" NA NA "Gm20268" "chr1" NA
"8955" "23836" "IEA" "MF" "Cdh20" "chr1" "GO:0005509"
"8962" "320311" "IEA" "BP" "Rnf152" "chr1" "GO:0000209"
"8986" "100504568" NA NA "Gm17634" NA NA
"8987" "27392" "IEA" "MF" "Pign" "chr1" "GO:0003824"
"8999" "227446" "ND" "MF" "2310035C23Rik" "chr1" "GO:0003674"
"9002" "100042023" NA NA "Gm10193" NA NA
"9003" "21934" "IMP" "BP" "Tnfrsf11a" "chr1" "GO:0001503"
"9038" "635504" "ND" "MF" "Gm7160" NA "GO:0003674"
"9041" "227449" "ND" "MF" "Zcchc2" "chr1" "GO:0003674"
"9048" "626049" NA NA "Gm20753" "chr1" NA
"9049" "98432" "ISO" "BP" "Phlpp1" "chr1" "GO:0001932"
"9082" "12043" "ISO" "BP" "Bcl2" "chr1" "GO:0000209"
"9282" "320761" NA NA "D630008O14Rik" NA NA
"9283" "70750" "ISO" "CC" "Kdsr" "chr1" "GO:0005783"
"9293" "20479" "IEA" "MF" "Vps4b" "chr1" "GO:0000166"
"9346" "20724" "IMP" "BP" "Serpinb5" "chr1" "GO:0002009"
"9356" "71869" "IMP" "BP" "Serpinb12" "chr1" "GO:0002244"
"9365" "241196" "ISO" "MF" "Serpinb13" "chr1" "GO:0002020"
"9378" "20248" "ISO" "MF" "Serpinb3a" "chr1" "GO:0002020"
"9387" "394252" "ISO" "MF" "Serpinb3d" "chr1" "GO:0001618"
"9408" "383548" "IDA" "MF" "Serpinb3b" "chr1" "GO:0004867"
"9411" "381286" "IDA" "MF" "Serpinb3c" "chr1" "GO:0004867"
"9414" "66957" "IBA" "MF" "Serpinb11" "chr1" "GO:0004867"
"9419" "116872" "IBA" "MF" "Serpinb7" "chr1" "GO:0004867"
"9429" "18788" "IBA" "MF" "Serpinb2" "chr1" "GO:0004867"
"9437" "241197" NA NA "Serpinb10" "chr1" NA
"9438" "20725" "IBA" "MF" "Serpinb8" "chr1" "GO:0004867"
"9448" "241201" "IEA" "MF" "Cdh7" "chr1" "GO:0005509"
"9455" "227485" "ND" "MF" "Cdh19" "chr1" "GO:0003674"
"9458" "319901" "ND" "CC" "Dsel" "chr1" "GO:0005575"
"9466" "636808" "IEA" "MF" "Cntnap5a" "chr1" "GO:0004190"
"9471" "634762" "IBA" "MF" "Gm7145" NA "GO:0003700"
"9473" "22099" "IEA" "MF" "Tsn" "chr1" "GO:0003677"
"9488" "67949" "ISO" "CC" "Nifk" "chr1" "GO:0000794"
"9497" "76707" "ISO" "BP" "Clasp1" "chr1" "GO:0000226"
"9550" "68204" "ND" "MF" "2900060B14Rik" "chr1" "GO:0003674"
"9553" "81879" "IDA" "BP" "Tfcp2l1" "chr1" "GO:0000122"
"9570" "14633" "ISO" "BP" "Gli2" "chr1" "GO:0000122"
"9683" "16324" "TAS" "BP" "Inhbb" "chr1" "GO:0001654"
"9715" "100502628" NA NA "Gm19295" NA NA
"9716" "64143" "ISO" "CC" "Ralb" "chr1" "GO:0000145"
"9743" "226351" "ND" "MF" "Tmem185b" "chr1" "GO:0003674"
"9748" "226352" "IMP" "BP" "Epb41l5" "chr1" "GO:0000904"
"9794" "19258" "IEA" "MF" "Ptpn4" "chr1" "GO:0004721"
"9808" "66343" "ND" "MF" "Tmem177" "chr1" "GO:0003674"
"9813" "226356" "IMP" "BP" "Cfap221" "chr1" "GO:0003341"
"9821" "319229" "IEA" "MF" "Sctr" "chr1" "GO:0004871"
"9834" "170706" "IEA" "MF" "Tmem37" "chr1" "GO:0005244"
"9843" "13167" "ISO" "MF" "Dbi" "chr1" "GO:0000062"
"9873" "73103" "ND" "MF" "3110009E18Rik" "chr1" "GO:0003674"
"9876" "68428" "IDA" "MF" "Steap3" "chr1" "GO:0000293"
"9908" "226359" "IPI" "MF" "C1ql2" "chr1" "GO:0005515"
"9913" "17167" "IEA" "BP" "Marco" "chr1" "GO:0002376"
"9921" "13798" "ISO" "BP" "En1" "chr1" "GO:0000122"
"9957" "98452" "ND" "MF" "Celrr" "chr1" "GO:0003674"
"9960" "72999" "IPI" "MF" "Insig2" "chr1" "GO:0005515"
"9980" "70829" "ND" "MF" "Ccdc93" "chr1" "GO:0003674"
"9986" "15564" "IEA" "MF" "Htr5b" "chr1" "GO:0004871"
"10002" "66942" "IEA" "MF" "Ddx18" "chr1" "GO:0000166"
"10014" "100502702" NA NA NA NA NA
"10015" "269109" "IDA" "CC" "Dpp10" "chr1" "GO:0005886"
"10025" "74117" "ISO" "CC" "Actr3" "chr1" "GO:0000139"
"10087" "74150" "ND" "MF" "Slc35f5" "chr1" "GO:0003674"
"10092" "71111" "IMP" "BP" "Gpr39" "chr1" "GO:0002024"
"10115" "72585" "IMP" "BP" "Lypd1" "chr1" "GO:0001662"
"10129" "210356" "ND" "MF" "Nckap5" "chr1" "GO:0003674"
"10132" "107895" "IDA" "CC" "Mgat5" "chr1" "GO:0005794"
"10142" "667090" NA NA "Gm8451" NA NA
"10143" "72160" "IEA" "CC" "Tmem163" "chr1" "GO:0005768"
"10154" "266645" "ISO" "MF" "Acmsd" "chr1" "GO:0001760"
"10165" "100502745" NA NA "2900009J06Rik" "chr1" NA
"10166" "72949" "IBA" "CC" "Ccnt2" "chr1" "GO:0000307"
"10195" "22625" "IEA" "MF" "Map3k19" "chr1" "GO:0000166"
